"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_NRCS_1991_2020_Average_Water_Year_Peak","Percent_NRCS_1991_2020_Median_Water_Year_Peak","Percent_of_POR_Average_Water_Year_Peak","Percent_of_POR_Median_Water_Year_Peak","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Clear Creek #2","400	","Utah","SNOTEL","Utah","7837","39.89275","-111.25154","160202020102	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0","0","0","0","0","-3","39","12","1","Lowest",,,"9","3","0","39","2020, 2021, 2022, more","2011","19"
"Clear Lake","401	","Oregon","SNOTEL","Wasco","3810","45.18832","-121.6916","170703060901	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","22",,,"169","1,100","33","48","48","20","81","4","13",,,,"13","2","0","63","2016, 2018, 2020, more","2008","17"
"Cloud Peak Reservoir","402	","Wyoming","SNOTEL","Johnson","9860","44.40343","-107.06057","100902060301	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"49","50","27","74","2012","2017","18"
"Clover Meadow","403	","Montana","SNOTEL","Madison","8600","45.01788","-111.8456","100200070803	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","56",,,"117","117","92","89","89","8","82","5","18",,,,"48","48","28","70","2004","2011","23"
"Cochetopa Pass","1059	","Colorado","SNOTEL","Saguache","10061","38.16273","-106.5988","130100040203	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","1",,,,,"5","2","4","1","94","2","13","2nd Highest",,,"0","0","0","2","2018, 2020, 2021, more","2016","17"
"Cold Springs","405	","Wyoming","SNOTEL","Fremont","9630","43.27676","-109.44585","100800010702	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"14","11","0","51","2007, 2012, 2015, more","1999","23"
"Cold Springs Camp","406	","Oregon","SNOTEL","Klamath","5940","42.53305","-122.17683","180102030202	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"31","26","0","79","2015, 2020, 2021, more","2011","16"
"Coldfoot","958	","Alaska","SNOTEL","Yukon-Koyukuk","1040","67.25333","-150.183","190901010604	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","12",,,"71","75","29","11","33","-4","24","17","6",,,,"17","16","0","31","2007, 2010","2019","22"
"Cole Canyon","982	","Wyoming","SNOTEL","Crook","5910","44.48632","-104.41057","101202030302	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","6",,,"100","200","32","23","25","3","63","8","13",,,,"6","3","0","32","2015, 2016, 2018, more","2008","20"
"Cole Creek","407	","Montana","SNOTEL","Carbon","7850","45.19405","-109.34548","100700060801	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","61",,,"122","120","91","91","92","10","74","6","15",,,,"50","51","31","69","2006","2009","20"
"Columbia Basin","1204	","Nevada","SNOTEL","Elko","6483","41.67167","-116.07033","170501050503	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","11"
"Columbine","408	","Colorado","SNOTEL","Jackson","9167","40.39591","-106.60437","101800010102	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","43",,,"108","100","66","47","58","0","56","8","9",,,,"40","43","1","91","2012","2011","17"
"Columbine Pass","409	","Colorado","SNOTEL","Montrose","9171","38.41819","-108.38313","140200050202	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","50","10","1","Lowest",,,"8","0","0","43","2017, 2020, 2022, more","2005","19"
"Columbus Basin","904	","Colorado","SNOTEL","La Plata","10781","37.44146","-108.02468","140801050101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","42",,,"70","78","56","35","47","-12","41","14","9",,,,"60","54","4","190","2002","2001","23"
"Combination","410	","Montana","SNOTEL","Granite","5600","46.46523","-113.39358","170102020401	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","89","3","1","Lowest",,,"1","0","0","10","2020, 2021, 2022, more","2011","19"
"Cool Creek","411	","Idaho","SNOTEL","Clearwater","6280","46.76361","-115.29528","170603070702	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","110",,,"97","102","90","81","81","2","52","11","12",,,,"113","108","75","179","2005, 2015","2011","22"
"Cooper Lake","959	","Alaska","SNOTEL","Kenai Peninsula","1200","60.39027","-149.6936","190203021205	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","28",,,"122","127","57","56","54","6","63","8","12",,,,"23","22","0","47","2003, 2015","2013","20"
"Copeland Lake","412	","Colorado","SNOTEL","Boulder","8555","40.20733","-105.5695","101900050202	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","1",,,"100","100","3","3","3","0","81","4","9",,,,"1","1","0","7","2015, 2017, 2020, more","2013","17"
"Copper Bottom","413	","Montana","SNOTEL","Lewis And Clark","5200","47.05678","-112.595","170102030103	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","84","4","1","Lowest",,,"1","0","0","9","2020, 2021, 2022, more","2003","20"
"Copper Camp","414	","Montana","SNOTEL","Lewis And Clark","6950","47.08158","-112.72955","170102030103	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","59",,,"84","87","86","58","56","-9","37","13","8",,,,"70","68","35","141","2015","2011","20"
"Copper Mountain","415	","Colorado","SNOTEL","Summit","10523","39.48917","-106.17154","140100020302	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"38","37","3","72","2012","2011","16"
"Corduroy Flat","1209	","Nevada","SNOTEL","White Pine","8640","38.99651","-115.42478","160600121206	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","11"
"Coronado Trail","416	","Arizona","SNOTEL","Apache","8418","33.80418","-109.15352","150400040501	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","87","3","1","Lowest",,,"0","0","0","2","2020, 2021, 2022, more","2010","16"
"Corral","1236	","Utah","SNOTEL","Carbon","8207","39.65795","-110.37906","140600070903	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","9"
"Corral Canyon","417	","Nevada","SNOTEL","Elko","8445","40.27551","-115.54017","160401030401	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","16",,,"44","41","34","26","26","-23","15","18","4",,,,"36","39","0","75","2012, 2015, 2020","2005","21"
"Corral Pass","418	","Washington","SNOTEL","Pierce","5800","47.01872","-121.46464","171100140307	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","91",,,"106","108","91","86","83","7","57","7","9",,,,"86","84","44","123","2015","2011","15"
"Cottonwood Creek","419	","Wyoming","SNOTEL","Lincoln","7670","42.6459","-110.81482","170401050102	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","46",,,"102","100","71","58","58","0","71","3","5",,,,"45","46","23","74","2015","2017","8"
"Cottonwood Pass","1281	","Colorado","SNOLITE","Gunnison","11681","38.83416","-106.42116","140200010106	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"1.22","1.22","1.22","1.22","2020","2020","1"
"Couch Summit","1306	","Idaho","SNOTEL","Camas","6800","43.51768","-114.8022","170501130204	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","8",,,"100","100","15",,,"0",,"1","1",,,,"8","8","8","8","2022","2022","1"
"Cougar Mountain","420	","Washington","SNOTEL","King","3200","47.27666","-121.67138","171100130202	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","30",,,"143","375","60","56","59","22","74","6","14",,,,"21","8","0","90","2015, 2016, 2019, more","2008","20"
"County Line","422	","Oregon","SNOTEL","Umatilla","4830","45.19107","-118.55015","170601040202	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","20"
"Cox Flat AM","1273	","Oregon","SNOLITE","Lake","5710","42.36192","-120.60912","180200010205	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","7"
"Cozy Cove","423	","Idaho","SNOTEL","Valley","5400","44.28846","-115.65508","170501200403	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","4",,,"80",,"11","8","9","4","73","4","9",,,,"5","0","0","25","2018, 2020, 2021, more","2011","12"
"Crab Creek","424	","Idaho","SNOTEL","Clark","6900","44.437","-111.99384","170402140108	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","14",,,"93","100","41","30","31","0","57","7","8",,,,"15","14","0","50","2012, 2015, 2016","2011","15"
"Crater Meadows","425	","Idaho","SNOTEL","Clearwater","5960","46.56394","-115.28903","170603070502	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","100",,,"108","108","91","76","76","7","67","8","14",,,,"93","93","56","160","2004","2011","22"
"Crazyman Flat","1010	","Oregon","SNOTEL","Klamath","6180","42.6381","-120.94917","180102020101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"8","0","0","40","2018, 2020, 2021, more","2011","20"
"Creamers Field","1302	","Alaska","SNOTEL","Fairbanks North Star","440","64.86534","-147.73617","190803060907	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","4",,,"100","100","13",,,"0",,"1","1",,,,"4","4","4","4","2022","2022","1"
"Crescent Lake #1","2002	","Minnesota","SCAN","Sherburne","980","45.41667","-93.95","070102030503	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","22"
"Crosho","426	","Colorado","SNOTEL","Rio Blanco","8973","40.16749","-107.05769","140500010106	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","9",,,"100","225","20","13","17","5","56","9","11",,,,"9","4","0","48","2012, 2015, 2017, more","2011","19"
"Crow Creek","1045	","Wyoming","SNOTEL","Albany","8335","41.22824","-105.38571","101900090104	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0","0","0","0","0","-1","39","12","1","Lowest",,,"4","1","0","18","2020, 2021, 2022, more","2011, 2016","19"
"Crowder Flat","977	","California","SNOTEL","Modoc","5170","41.89318","-120.75202","180102040103	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","22"
"Crystal Lake","427	","Montana","SNOTEL","Fergus","6050","46.78942","-109.51205","100401030204	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","38",,,"103","109","84","67","72","3","72","6","14",,,,"37","35","19","84","2015","2011","19"
"Css Lab","428	","California","SNOTEL","Nevada","6894","39.32565","-120.36807","180201250602	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","13",,,"33","65","11","12","12","-7","38","11","7",,,,"39","20","0","133","2014, 2015, 2021, more","2011","17"
"Culebra #2","430	","Colorado","SNOTEL","Costilla","10562","37.20939","-105.19988","130100020902	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"29","18","0","191","2012, 2018","2005","16"
"Cumbres Trestle","431	","Colorado","SNOTEL","Conejos","10035","37.01877","-106.45275","130201020203	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","12",,,"29","32","15","13","14","-26","11","18","3",,,,"42","38","4","159","2018","2005","20"
"Currant Creek","432	","Utah","SNOTEL","Wasatch","7915","40.35747","-111.08993","140600040401	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","89","3","1","Lowest",,,"1","0","0","14","2020, 2021, 2022, more","2011","20"
"Daisy Peak","919	","Montana","SNOTEL","Meagher","7600","46.66858","-110.33022","100402010106	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","36",,,"106","109","90","77","82","3","61","8","12",,,,"34","33","17","63","2007","2011","19"
"Daly Creek","433	","Montana","SNOTEL","Ravalli","5780","46.18367","-113.8533","170102050901	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","8",,,"80","100","24","19","19","0","63","8","10",,,,"10","8","0","34","2015, 2016, 2021, more","2011","20"
"Daly Lake","434	","Oregon","SNOTEL","Linn","3690","44.52147","-122.08718","170900060101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","6",,,"55",,"10","11","11","6","71","6","13",,,,"11","0","0","93","2019, 2020, 2021, more","2008","18"
"Daniel Fish Hatchery","2242	","Wyoming","ACIS","Sublette","7340","42.91666","-110.13333","140401010701	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"0","0","0","2","2019, 2020, 2021, more","2002","32"
"Daniels-Strawberry","435	","Utah","SNOTEL","Wasatch","8008","40.2953","-111.25677","140600040101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","58","11","1","Lowest",,,"10","0","0","54","2020, 2021, 2022, more","2011","25"
"Darkhorse Lake","436	","Montana","SNOTEL","Beaverhead","8945","45.17367","-113.58448","100200040301	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","86",,,"104","110","96","88","89","8","63","8","12",,,,"83","78","55","118","2004","2011","20"
"Deadman Creek","437	","Montana","SNOTEL","Meagher","6450","46.79279","-110.67545","100301030401	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","16",,,"100","100","62","36","36","0","56","9","9",,,,"16","16","0","50","2007, 2015, 2017, more","2011","19"
"Deadman Hill","438	","Colorado","SNOTEL","Larimer","10239","40.80572","-105.77018","101900070502	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","55",,,"92","89","81","53","67","-7","33","13","7",,,,"60","62","30","89","2012","2011","19"
"Deadwood Summit","439	","Idaho","SNOTEL","Valley","6860","44.54514","-115.5638","170501200401	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"84","80","47","128","2015","2017","19"
"Deer Park","923	","Wyoming","SNOTEL","Fremont","9700","42.59076","-108.90273","100800030101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","38",,,"90","97","81","59","61","-1","46","14","10",,,,"42","39","14","86","2012","2017","25"
"Defiance Mines","1210	","Nevada","SNOTEL","White Pine","9302","39.08527","-114.89977","160600081002	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","10",,,"40","43","29","20","21","-13","30","8","4",,,,"25","23","1","58","2018","2019","11"
"Derr.","440	","Oregon","SNOTEL","Wheeler","5850","44.4465","-119.93012","170703040401	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"8","0","0","37","2018, 2020, 2021, more","2011","16"
"Diamond Lake","442	","Oregon","SNOTEL","Douglas","5280","43.18787","-122.14003","171003010204	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","59","8","1","Lowest",,,"8","0","0","42","2020, 2021, 2022, more","2011","18"
"Diamond Peak","443	","Nevada","SNOTEL","Eureka","8017","39.56361","-115.84421","160600051503	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","83","4","1","Lowest",,,"1","0","0","15","2020, 2021, 2022, more","2005","19"
"Dills Camp","444	","Utah","SNOTEL","Sanpete","9228","39.04554","-111.46875","140700020201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0","0","0","0","0","-3","33","13","1","Lowest",,,"9","3","0","39","2018, 2021, 2022, more","2011","19"
"Disaster Peak","445	","Nevada","SNOTEL","Humboldt","6260","41.96737","-118.18934","160402010201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","18"
"Dismal Swamp","446	","California","SNOTEL","Modoc","7360","41.99127","-120.18033","171200070304	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","42",,,"79","89","74","50","51","-5","40","10","7",,,,"53","47","8","107","2015","2011","16"
"Divide","448	","Montana","SNOTEL","Madison","7800","44.79317","-112.05645","100200030102	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","33",,,"114","110","92","77","80","3","61","10","15",,,,"29","30","0","48","2015","2011","24"
"Divide Peak","449	","Wyoming","SNOTEL","Carbon","8730","41.30399","-107.15255","140500030203	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","23",,,"72","79","47","27","33","-6","24","14","5",,,,"32","29","0","73","2015","2011","18"
"Dollarhide Summit","450	","Idaho","SNOTEL","Blaine","8420","43.6025","-114.67417","170402190201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"54","52","11","101","2015","2017","22"
"Dome Lake","451	","Wyoming","SNOTEL","Sheridan","8880","44.57462","-107.29537","100901010102	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","47",,,"124","124","89","82","84","9","72","6","14",,,,"38","38","12","63","2006","2017","19"
"Dome Mountain","1A19P	","British Columbia","Cooperator Snow Sensors","	","5801","53.61667","-121.01667","	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"68","80","1","100","2007, 2008, 2010","2012, 2014","15"
"Donkey Reservoir","452	","Utah","SNOTEL","Wayne","9799","38.2084","-111.47412","140700030305	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","67","7","1","Lowest",,,"4","0","0","30","2020, 2021, 2022, more","2005","19"
"Dorsey Basin","453	","Nevada","SNOTEL","Elko","7903","40.89343","-115.21104","160401010604	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0","0","0","0","0","-13","24","17","1","Lowest",,,"17","13","0","49","2018, 2020, 2022, more","2011","22"
"Draw Creek","454	","Nevada","SNOTEL","Elko","7332","41.661","-115.3234","160401010403	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0","0","0","0","0","-1","42","12","1","Lowest",,,"8","1","0","35","2016, 2020, 2022, more","2011","20"
"Dry Bread Pond","455	","Utah","SNOTEL","Cache","8302","41.41289","-111.5377","160102030101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","18",,,"69","72","34","25","29","-7","38","16","9",,,,"26","25","0","80","2007, 2012, 2015","2011","25"
"Dry Creek","1243	","Nevada","SNOTEL","Elko","6555","40.8638","-115.22014","160401010601	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","88","2","1","Lowest",,,"0","0","0","2","2020, 2021, 2022, more","2014","9"
"Dry Fork","906	","Utah","SNOTEL","Salt Lake","7093","40.56533","-112.17343","160202040106	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0","0","0","0","0","-7","35","12","1","Lowest",,,"11","7","0","45","2020, 2021, 2022, more","2011","18"
"Dry Lake","457	","Colorado","SNOTEL","Routt","8271","40.5337","-106.7814","140500010409	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","39",,,"122","126","57","56","56","8","70","8","16",,,,"32","31","0","84","2012, 2015","2011","24"
"Dungeness","943	","Washington","SNOTEL","Clallam","4010","47.87224","-123.0788","171100200301	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","10",,,"125",,"28","26","29","10","78","6","19",,,,"8","0","0","55","2019, 2020, 2021, more","1999","24"
"Dupuyer Creek","458	","Montana","SNOTEL","Teton","5750","48.06341","-112.7573","100302010501	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","22",,,"122","138","65","58","61","6","60","9","12",,,,"18","16","0","53","2012, 2015, 2016, more","2009","21"
"EF Blacks Fork GS","1163	","Utah","SNOTEL","Summit","9360","40.88472","-110.54056","140401070302	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","10",,,"48","48","29","20","20","-11","18","10","3",,,,"21","21","0","64","2012, 2015","2011","12"
"Eagle Lake","2192	","California","SCAN","Lassen","5134","40.6175","-120.72472","180800030305	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","2",,,,,"8","22","22","2","100","1","4","Highest",,,"0","0","0","2","2015, 2016, 2017","2022","4"
"Eagle Summit","960	","Alaska","SNOTEL","Yukon-Koyukuk","3650","65.48588","-145.41212","190804010801	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","17",,,"131","142","74","81","106","5","81","5","16",,,,"13","12","1","28","2009","2001","22"
"East Boulder Mine","1105	","Montana","SNOTEL","Sweet Grass","6335","45.50381","-110.08019","100700020701	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","14",,,"350",,"52","48","54","14","100","1","14","Highest",,,"4","0","0","14","2016, 2017, 2021, more","2022","14"
"East Palmer","953	","Alaska","SNOTEL","Matanuska-Susitna","230","61.59858","-149.09637","190204020709	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022","2020, 2021, 2022","3"
"East Rim Divide","460	","Wyoming","SNOTEL","Sublette","7930","43.13097","-110.2023","170401030203	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","4",,,"50","57","11","8","9","-3","40","7","5",,,,"8","7","0","24","2015, 2016, 2021, more","2014","11"
"East Willow Creek","461	","Utah","SNOTEL","Grand","8302","39.31213","-109.53179","140600060205	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","72","6","1","Lowest",,,"2","0","0","13","2020, 2021, 2022, more","2008","19"
"Easy Pass","998	","Washington","SNOTEL","Whatcom","5270","48.85933","-121.43895","171100010101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","171",,,"97","100","86","79","79","0","50","2","2",,,,"177","171","156","205","2020","2013","3"
"Ebbetts Pass","462	","California","SNOTEL","Alpine","8661","38.5497","-119.80468","160502010104	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","18",,,"35","43","24","18","18","-24","19","18","5",,,,"51","42","0","135","2015","2017","22"
"Echo Lake","936	","Colorado","SNOTEL","Clear Creek","10694","39.65539","-105.59358","101900020801	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","20",,,"80","87","53","37","47","-3","18","19","5",,,,"25","23","0","50","2002","1999","23"
"Echo Peak","463	","California","SNOTEL","El Dorado","7653","38.849","-120.0795","160501010303	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","19",,,"43","79","20","18","20","-5","47","11","10",,,,"44","24","0","123","2013, 2015","2017","20"
"Eilertson Meadows","464	","Oregon","SNOTEL","Baker","5510","44.86887","-118.11387","170502030404	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","78","5","1","Lowest",,,"2","0","0","22","2020, 2021, 2022, more","2008","19"
"El Diente Peak","465	","Colorado","SNOTEL","Dolores","10217","37.78607","-108.02235","140300020202	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"15","10","0","48","2013, 2015, 2021, more","2019","20"
"Elbow Lake","910	","Washington","SNOTEL","Whatcom","3040","48.69092","-121.90893","171100040401	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","63",,,"100","95","68","56","56","-3","46","14","12",,,,"63","66","0","172","2005, 2015, 2016","2001","25"
"Elk Butte","466	","Idaho","SNOTEL","Clearwater","5690","46.83998","-116.12233","170603080701	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","67",,,"99","103","86","64","62","2","60","9","13",,,,"68","65","22","131","2015","2011","21"
"Elk Cabin","921	","New Mexico","SNOTEL","Santa Fe","8239","35.7073","-105.80584","130202010102	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","2",,,,,"15","4","14","2","100","1","21","Highest",,,"0","0","0","2","2019, 2020, 2021, more","2022","21"
"Elk Peak","1106	","Montana","SNOTEL","Meagher","7600","46.4845","-110.7125","100402010203	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","55",,,"93","98","89","75","82","-1","46","8","7",,,,"59","56","33","96","2015","2011","14"
"Elk Peak SC","536	","Montana","SNOLITE","Meagher","8000","46.47642","-110.72065","100301030104	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","40",,,"87","93","93","71","71","-3","33","3","2","2nd Lowest",,,"46","43","36","64","2021","2019","4"
"Elk River","467	","Colorado","SNOTEL","Routt","8739","40.84758","-106.96861","140500010206	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","25",,,"114","100","45","32","38","0","53","10","10",,,,"22","25","0","67","2007, 2012, 2015, more","2011","20"
"Elkhart Park G.S.","468	","Wyoming","SNOTEL","Sublette","9400","43.00657","-109.75893","140401020103	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","23",,,"74","88","72","50","52","-3","33","5","1","Lowest",,,"31","26","23","53","2020, 2021, 2022","2017","7"
"Elkhead Divide","1252	","Colorado","SNOTEL","Routt","8800","40.79637","-107.10113","140500010601	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","36",,,"109","97","55","53","51","-1","40","4","3",,,,"33","37","21","44","2021","2019","6"
"Elliot Ridge","1120	","Colorado","SNOTEL","Summit","10549","39.8638","-106.42473","140100020602	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","52",,,"108","100","74","68","74","0","50","7","7",,,,"48","52","3","87","2012","2011","13"
"Emery Creek","469	","Montana","SNOTEL","Flathead","4350","48.43412","-113.93725","170102090703	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","19",,,"146","271","40","37","38","12","72","6","14",,,,"13","7","0","53","2007, 2015, 2016, more","2011","19"
"Emigrant Springs","470	","Oregon","SNOTEL","Umatilla","3800","45.55808","-118.45383","170701030501	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","21"
"Emigrant Summit","471	","Idaho","SNOTEL","Bear Lake","7390","42.36055","-111.56085","160102020206	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","30",,,"86","94","65","42","42","-2","47","11","10",,,,"35","32","4","91","2015","2011","20"
"Esther Island","1071	","Alaska","SNOTEL","Valdez-Cordova","50","60.798","-148.0857","190202011605	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","16",,,"533",,"28","37","33","16","100","1","6","Highest",,,"3","0","0","16","2018, 2020, 2021, more","2022","6"
"Evening Star","472	","Wyoming","SNOTEL","Park","9200","44.65258","-109.78422","100700060301	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","74",,,"99","104","89","78","84","3","56","9","11",,,,"75","71","40","121","2015","2011","19"
